IndigNation	indignation
Science	SCIENCE
Plains	PLAINS
KOFI	Kofi
Moisture	MOISTURE
KOGA	Koga
MCF	mcf
SAUCE	Sauce
MDS	mds
MED	med
Bi-Coastal	bicoastal
BiCoastal	bicoastal
MEA	mea
MEC	mec
Kirby	KIRBY
Sykes	SYKES
KODL	Kodl
MG1	mg1
MFN	mfn
Baldness	BALDNESS
Breaking	BREAKING
KOBE	Kobe
GNATS	Gnats
LollyPop	Lollypop
Märket	mar-ket
MUMPS	mumps
Aluminium	ALUMINIUM
Shopping	SHOPPING
Adapt	ADAPT
RESTfully	restfully
LeveL	Level
MPH	mph
M.P.G.	mpg
MPG	mpg
MPM	mpm
MOB	mob
M.O.D.	mod
MOO	moo
M.O.P.	mop
MOP	mop
Activation	-Activation
SIMPLE	simple
SiMPLE	simple
Lorenz	LORENZ
WERGO	Wergo
MTC	mtC
Stress	STRESS
INTEGRAL	Integral
Limited	LIMITED
SATRA	Satra
MUD	mud
PRIMES	Primes
ToGetHer	Together
Kemet	KEMET
M-U-M	mum
MUM	mum
Là-Bas	Labas
Burton-On-Trent	Burton-on-Trent
Portrait	PORTRAIT
O.U.C.H.	Ouch
OUCH	Ouch
Drexel	DREXEL
KOSS	Koss
KOST	Kost
F-Lock	Flock
KORT	Kort
KORF	Korf
KORC	Korc
KORB	Korb
CAMEX	Camex
.MIX	mix
MIX	mix
KOPY	Kopy
MIA.	mia
MID	mid
East-West	East-west
MLS	mls
CAMCO	Camco
HotSauce	hot-sauce
KOOR	Koor
KOOS	Koos
UNOSOM	Unosom
KONO	Kono
KONA	Kona
Street	STREET
Fol-de-Rol	folderol
Larivière	LaRiviere
KOLM	Kolm
KOLL	Koll
KOLN	Koln
Wales	WALES
KOLT	Kolt
MME	mme
Lasmo	LASMO
Look	LOOK
Looc	LOOC
Loot	LOOT
Loom	LOOM
Loop	LOOP
TUBB	Tubb
Singer	SINGER
Peanuts	PEANUTS
Snap-on	Snap-On
Snapon	Snap-On
F.R.U.I.T.S.	fruits
Reckoning	RECKONING
Authority	AUTHORITY
Lord	LORD
NASCO	Nasco
INSEE	Insee
GAINSCO	Gainsco
ECHO	echo
Dangerous	DANGEROUS
Lasky	LASKY
Daihatsu	DAIHATSU
Mini-Series	Miniseries
Comerica	COMERICA
ENTel	ENTEL
Entel	ENTEL
Long	LONG
Brammer	BRAMMER
Lone	LONE
JAGUAR	Jaguar
Laser	LASER
CrossworDS	crosswords
Strait-Jacket	strait-jacket
Backus	BACKUS
Laporte	LaPorte
Medicare	MEDICARE
BackOffice	back-office
Lost	LOST
EnCase	encase
Lots	LOTS
Love	LOVE
NEVIS	Nevis
Nightside	Night-Side
Car-Man	Carman
Jefferies	JEFFERIES
PAIR	Pair
T.H.U.G.S.	thugs
Load	LOAD
Co-Balt	Cobalt
Loan	LOAN
AUSTRAC	Austrac
ELEMENTARY	elementary
PACE	Pace
Recording	RECORDING
RANCID	Rancid
E-Lusive	elusive
PADS	Pads
Appleton	APPLETON
Extraterrestrial	Extra-Terrestrial
Ramirez	RAMIREZ
CHALET	Chalet
Larry	LARRY
Loft	LOFT
Leisure	LEISURE
MuppetVision	Muppetvision
In-Laws	in-laws
PAPI	Papi
Papı	Papi
Property	PROPERTY
How-to	How-To
PAPA	Papa
Drop-In	drop-in
Inigo	INIGO
Counter-intelligence	Counter-Intelligence
Publishing	PUBLISHING
-lock	LOCK
Lock	LOCK
PAIX	Paix
Airbus	AIRBUS
FLUID	Fluid
Other	OTHER
Mourning	MOURNING
PALM	Palm
PALS	Pals
WADS	Wads
WADI	Wadi
Smith	SMITH
WADA	Wada
OMEGA	Omega
WACO	Waco
BioScience	bio-science
WACE	Wace
WABI	Wabi
Fighter	FIGHTER
WAAL	Waal
USER	user-
2-Ethylhexanol	2-ethylhexanol
KLIM	Klim
Contrary	CONTRARY
Large	LARGE
SandPit	sandpit
Title	TITLE
WALL	Wall
WALK	Walk
SMiLE	SMILE
SmILE	SMILE
Smile	SMILE
WALE	Wale
WALD	Wald
WALI	Wali
WALT	Walt
WALY	Waly
WAKE	Wake
KLUX	Klux
WAIL	Wail
CAMPS	camps
WAGE	Wage
WAGG	Wagg
WAGS	Wags
WAGs	Wags
WAFD	Wafd
Columnist	COLUMNIST
DeWitt	Dewitt
Simpson	SIMPSON
WATH	Wath
Sawyer	SAWYER
W.A.S.P.	Wasp
WAsP	Wasp
WASO	Waso
WASN	Wasn
Intensive	INTENSIVE
WATT	Watt
Theory	THEORY
WARE	Ware
Language	LANGUAGE
WASH	Wash
WARY	Wary
W.A.R.S.	Wars
WARS	Wars
SkyDiver	skydiver
Stanley	STANLEY
NewCo	Newco
TUPE	Tupe
Ninth	NINTH
WANT	Want
WANG	Wang
WANI	Wani
Hampden	HAMPDEN
IRWIN	Irwin
KLEE	Klee
Contract	CONTRACT
AmeriCares	Americares
WAYS	Ways
FAFNER	Fafner
Mary-Ann	Maryann
Anti-Aircraft	antiaircraft
Launderer	LAUNDERER
ShutterBug	shutterbug
CDS	C.D.s
KLAS	Klas
Inexorably	INEXORABLY
WAYE	Waye
Lapointe	LaPointe
WaWa	Wawa
Jurassic	JURASSIC
Newcastle	NEWCASTLE
Ground	GROUND
EACH	each
Lauro	LAURO
Cyril	CYRIL
Laura	LAURA
HYDRA	Hydra
Sentimental	SENTIMENTAL
RESOLVE	Re-Solve
Resolve	Re-Solve
ZAP	zap
Seals	SEALs
IMpossible	Impossible
Liverpool	LIVERPOOL-
Consumer	CONSUMER
Midland	MIDLAND
Adweek	Ad-Week
Please	PLEASE
EAST	east
Wilson	WILSON
EARS	ears
EARN	earn
Harav	HaRav
Caribbean	CARIBBEAN
Coast	COAST
Alamin	al-Amin
SLIME	Slime
Keegan	KEEGAN
Bench-Mark	benchmark
Richards	RICHARDS
...You	you
Y-O-U	you
YOU	you
Seals	SEALS
DISCARD	Discard
RNC	R-N.C
RNH	R-N.H
Community	COMMUNITY
CONQUEST	conquest
ConQuesT	conquest
One-Handed	one-handed
Sometimes	SOMETIMES
South-West	south-west
RampART	rampart
Hawk-Eye	Hawkeye
YEB	yeb
.local	LOcal
Local	LOcal
PARK	Park
PARC	Parc
PARS	Pars
Unichem	UNICHEM
Y.E.S.	yes
T-Rays	trays
YER	yer
PASS	Pass
YET	yet
PAST	Past
Point	POINT
PAYE	Paye
Intercity	InterCity
Acuvue	AcuVue
Anti-Aircraft	Anti-aircraft
YAM	yam
Emergence	EMERGENCE
PLANS	plans
Television	TELEVISION
Pari-Mutuel	parimutuel
Sullivan	SULLIVAN
Pepe	Pe-Pe
Latin	LATIN
Linda	-Linda
TRAIL	trail
Bartenders	BARTENDERS
Son-in-Law	son-in-law
Gwen	GWEN
AMPLE	ample
FiXeR	fixer
KITT	Kitt
KITI	Kiti
KISH	Kish
Arrive	ARRIVE
KIRN	Kirn
WCRS	Wcrs
August	AUGUST
F.U.N.K.	Funk
KIWI	Kiwi
FUMO	Fumo
GYRO	gyro
NATURAL	natural
TRADD	tradd
CITES	cites
Gelco	GELCO
TRACE	trace
Stands	STANDS
Stance	STANCE
Teleprompter	TelePrompTer
Brazil	BRAZIL
Electrocomponents	ELECTROCOMPONENTS
FUTO	Futo
XXX	xxx
XXx	xxx
QuickView	Quickview
Single	SINGLE
KINK	Kink
KinK	Kink
RENAMO	Renamo
KINO	Kino
KINN	Kinn
K.I.N.G.	King
KIND	Kind
S.C.A.P.A.	Scapa
Used	USED
KIMS	Kims
KiMs	Kims
Attorney	ATTORNEY
KIMM	Kimm
LEES	lees
KILO	Kilo
Warth	WARTH
Nickel	NICKEL
LEAK	leak
ACTIVE	active
LEAP	leap
CoCom	COCOM
Cocom	COCOM
Interest	INTEREST
SCANA	Scana
Cocoa	COCOA
KIKO	Kiko
KI.KA	Kika
CONTEST	Contest
KIEV	Kiev
InterContinental	inter-continental
GERAN	Geran
NERCO	Nerco
BANANA	Banana
Incentive	INCENTIVE
KIDO	Kido
Assurance	ASSURANCE
K.I.D.S.	Kids
Andrews	ANDREWS
Forget	FORGET
CASTOR	castor
Grey-Green	grey-green
KIAM	Kiam
Global	-Global
Con-Text	Context
ConTEXT	Context
ConTeXt	Context
ACTION	action
KICK	Kick
KICE	Kice
K.I.D.D.	Kidd
KIDD	Kidd
Wærns	WARNS
KIDA	Kida
Growth	GROWTH
WEBB	Webb
Codan	CODAN
420s	420S
Huffy	HUFFY
Girobank	GIROBANK
FROG	Frog
WSA	wsa
S.T.R.I.K.E.	strike
WEDO	Wedo
Realistic	REALISTIC
Further	FURTHER
WTH	wth
PerForm	perform
SYNTAX	syntax
Showdown	SHOWDOWN
Downgrade	DOWNGRADE
FRED	Fred
KHUI	Khui
Willis	WILLIS
FlyEr	Flyer
Iraqi	IRaqi
KHNU	Khnu
FRAS	Fras
WRE	wre
Offering	OFFERING
WOT	wot
W.O.W.	wow
WoO	woo
WESP	Wesp
WEST	West
NITEL	Nitel
LongRun	Long-run
WETZ	Wetz
TWAIN	Twain
TREE	Tree
WER	wer
WED	wed
WERK	Werk
WEB	web
WERE	Were
Ralston	RALSTON
WERT	Wert
WHA	wha
Champs-Elysees	CHAMPS-ELYSEES
Champs-Élysées	CHAMPS-ELYSEES
Audio/Visual	audio/visual
CIRCA	circa
T-Rac	Trac
TRAP	Trap
T-Ray	Tray
WIT	wit
WENG	Weng
WIG	wig
Utah	UTAH
WENK	Wenk
WIL	wil
WENI	Weni
WENT	Went
Extension	EXTENSION
WENZ	Wenz
Anti-Thesis	antithesis
Amcor	AMCOR
WELP	Welp
W.E.L.T.	Welt
WELI	Weli
WELK	Welk
WELL	Well
WELD	Weld
Lafarge	LaFarge
WEIR	Weir
RedEye	Redeye
Bemrose	BEMROSE
RSC	R-S.C
RSD	R-S.D
Nomura	NOMURA
CONQUEST	Conquest
ConQuesT	Conquest
Actor	ACTOR
Yumurtalık	Yumurtalik
KHAS	Khas
WEGO	Wego
TRACES	Traces
KHAD	Khad
WEGE	Wege
Pre-History	pre-history
WAN	wan
WAL	wal
W.A.X.	wax
WAT	wat
WaT	wat
WEER	Weer
W.A.R.	war
WAS	was
WEED	Weed
Depaul	DePaul
Surge	SURGE
WAD	wad
Actup	ACTUP
McGovern	McGOVERN
JULES	Jules
Cease-Fire	Ceasefire
DeCODE	decode
HaIr	hair
Rescue	RESCUE
Seagate	SEAGATE
Diversity	DIVERSITY
DéCLARAtions	Declarations
Güns	GUNS
Guinness	GUINNESS
NANDA	Nanda
CASPIAN	Caspian
VIA	via
Bankruptcy	BANKRUPTCY
Gulf	GULF
Live	LIVE
Lisa	LISA
FANatic	fanatic
List	LIST
Impro-Visor	improvisor
Lisp	LISP
VLS	vls
TWINKLE	twinkle
Lirr	LIRR
Usha	USHA
Cobra	COBRA
Linz	LINZ
VOM	vom
VOW	vow
Lipa	LIPA
Chronic	CHRONIC
Pierluigi	Pier-Luigi
FOST	Fost
Fulham	FULHAM
Aerospace	AEROSPACE
Deficit	DEFICIT
Déficit	DEFICIT
Childcare	Child-Care
Like	LIKE
Link	LINK
Line	LINE
Scottish	SCOTTISH
Moving	MOVING
Multivision	MultiVision
F.O.O.D.	Food
Doldrums	DOLDRUMS
RRI	R-R.I
Benefit	BENEFIT
Naturally	NATURALLY
Lalonde	LaLonde
Life	LIFE
ArtWorks	artworks
Default	DEFAULT
FORM	Form
Lies	LIES
Arbitrage	ARBITRAGE
Division	DIVISION
E.R.A	E-R-A
Era	E-R-A
USE	use
Switching	SWITCHING
UST	ust
Fisher	FISHER
Grin	GRIN
Bad	B.A.D
December	DECEMBER
Bat	B.A.T
Portfolio	PORTFOLIO
ReVisions	Revisions
URN	urn
Charles	CHARLES
Demonte	DeMonte
UNIT	unit
UPN	upn
UPS	ups
Water	WATER
Wates	WATES
UNS	uns
Tears	TEARS
UNO	uno
A.N.A.L.O.G.	Analog
UND	und
UNE	une
TRIA	Tria
Gras	GRAS
Tri-M	Trim
WarGames	war-games
Watch	WATCH
Grad	GRAD
Bridgestone	BRIDGESTONE
JUICE	Juice
ULD	uld
Lyons	LYONs
UNDO	undo
Enough	ENOUGH
Telemarketing	TELEMARKETING
Grey	GREY
Grew	GREW
Go-Ahead	goahead
HP-22S	HP-22s
K-tel	K-Tel
KTEL	K-Tel
Hemingway	HEMINGWAY
KFIR	Kfir
Normandy	NORMANDY
Giancarlo	Gian-Carlo
Syria	SYRIA
Elbaz	El-Baz
TZU	tzu
Entel	ENTel
California	-California
TWINKLE	Twinkle
Super	SUPER
Drummond	DRUMMOND
Grow	GROW
KEYS	Keys
Waste	WASTE
KEYA	Keya
ReVisions	revisions
KFAR	Kfar
Bavaria	BAVARIA
TUI	tui
USable	usable
LOLITA	Lolita
TUG	tug
Anyone	ANYONE
Feature	FEATURE
Part-time	PART-TIME
T.W.O	two
Hydrogenated	HYDROGENATED
TSP	tsp
Rore	R-Ore
Grosvenor	GROSVENOR
GRid	GRiD
GrID	GRiD
Grid	GRiD
TTO	tto
KERR	Kerr
KERN	Kern
StillWell	Stillwell
TME	tme
Self-determination	Self-Determination
WHIZ	Whiz
WHIT	Whit
WHIP	Whip
TND	tnd
WHIM	Whim
Pledge	PLEDGE
WHIE	Whie
Pan-American	Panamerican
LAND	land
TOT	tot
T.O.Y.	toy
KEUL	Keul
TOW	tow
KEUN	Keun
T.O.K.	tok
T.O.P	top
T.O.P.	top
TOP	top
L.A.M.B.	lamb
LaMB	lamb
LAME	lame
Heywood	HEYWOOD
LAMP	lamp
Denney	DENNEY
TiE	tie
TIS	tis
TIN	tin
T.I.P.	tip
Sun.Star	Sunstar
OnStream	on-stream
KELM	Kelm
KELP	Kelp
KELA	Kela
ASCEND	ascend
KEIL	Keil
TEL	tel
KENT	Kent
TES	tes
Storebrand	STOREBRAND
THM	thm
THS	ths
THD	thd
THE	the
NALCO	Nalco
KENN	Kenn
THA	tha
LADS	lads
KENA	Kena
Impressions	IMPRESSIONS
Leapfrog	LeapFrog
Unef	UNEF
WICK	Wick
Crossrail	CrossRail
WIDE	Wide
Zia-Ul-Haq	Zia-ul-Haq
WIDA	Wida
Hoover	HOOVER
CONNECT	connect
Settlement	SETTLEMENT
MotorCycle	Motorcycle
Yasuda	YASUDA
Small	SMALL
WILK	Wilk
WILL	Will
WILM	Wilm
WILT	Wilt
Teplá	TePla
Unit	UNIT
Unix	UNIX
ENIGMA	enigma
Unia	UNIA
Fishing	FISHING
Finmeccanica	FINMECCANICA
DISCover	Discover
Church	CHURCH
Newmark	NEWMARK
SongBird	songbird
WIEL	Wiel
OpenMarket	Open-market
GRid	grid
GrID	grid
WIEZ	Wiez
WIFE	Wife
Cohen	COHEN
PIGS	Pigs
Lamont	LaMont
Unum	UNUM
IBOPE	Ibope
Judge	JUDGE
Swissmetro	Swiss-Metro
Hare	HARE
Hart	HART
ADVISE	advise
L.I.F.E.	life
PIER	Pier
CanTeen	canteen
LIDS	lids
PIGA	Piga
WHOM	Whom
PIDA	Pida
Halt	HALT
PICS	Pics
PICT	Pict
H.a.n.d.	HAND
Hand	HAND
Survival	SUrvival
Hank	HANK
Remote	REMOTE
Cover-up	Cover-Up
PIAT	Piat
Personal	PERSONAL
Salvage	SALVAGE
Hall	HALL
PIBS	Pibs
Hale	HALE
Hays	HAYS
PIPE	Pipe
QUILL	Quill
PINO	Pino
Hawk	HAWK
LiMo	limo
Delgado	DelGado
Schießbefehl	Schiessbefehl
KEES	Kees
KEEL	Keel
KEEN	Keen
KeeN	Keen
KEEP	Keep
Nakasone	NAKASONE
SL-One	Slone
SL-one	Slone
Hats	HATs
ROSAT	Rosat
Gießen	Giessen
QUIET	Quiet
Authoritarianism	AUTHORITARIANISM
Hand-Over	Handover
Gene-X	Genex
Timex	TIMEX
BoomBox	boombox
NeoClassical	neo-classical
Skip	S.K.I.P
DASH-8	Dash-8
Transamerica	TransAmerica
OMNIS	Omnis
Suntrust	SunTrust
GACE	Gace
CORDS	Cords
Elliot	ELLIOT
Truck	TRUCK
CEFIC	Cefic
...Left	LEFT
Left	LEFT
Hutton	HUTTON
HobNob	Hobnob
Yme	Y-ME
CORIN	Corin
Advantage	ADVANTAGE
Break-ups	BREAKUPS
Breakups	BREAKUPS
GAIL	Gail
Levy	LEVY
Lévy	LEVY
HAMMER	hammer
Levi	LEVI
Lynch	LYNCH
Lapierre	LaPierre
FitzGerald	Fitzgerald
CAUSA	causa
Internet	InterNet
Newman	NEWMAN
Truly	TRULY
Trump	TRUMP
COROT	Corot
CORPS	Corps
.web	W.E.B
Web	W.E.B
Suspicion	SUSPICION
WIRA	Wira
WITT	Witt
JumpStart	jump-start
WISK	Wisk
Sanctions	SANCTIONS
WISC	Wisc
WINS	Wins
WINT	Wint
WINA	Wina
WINK	Wink
WING	Wing
WinG	Wing
WIND	Wind
Anti-Communists	anticommunists
Trust	TRUST
Network	NETWork
WILZ	Wilz
ViEWER	Viewer
Truth	TRUTH
Beers	BEERS
InAlienable	Inalienable
Tested	TESTED
TERENA	Terena
WION	Wion
GROW	grow
S.W.O.R.D	sword
S.W.O.R.D.	sword
Crises	CRISES
Funding	FUNDING
Never-Ending	neverending
AfterBurner	afterburner
Winning	WINNING
Crisis	CRISIS
ReNew	renew
Half-Way	halfway
Magnum	MAGNUM
Guinea	GUINEA
Ashley	ASHLEY
LaTeX	Latex
CREATES	creates
COSIC	Cosic
TEXtures	textures
Damage	DAMAGE
GAZelle	gazelle
Department	DEPARTMENT
Fadeout	Fade-Out
Safeway	SAFEWAY
Warehouse	WAREHOUSE
Target	TARGET
Target.	TARGET
Pharma	PHARMA
Lawyer	LAWYER
AIDES	aides
P.L.A.N.	Plan
Afrocuban	Afro-Cuban
Geva	GEVA-
Headline	HEADLINE
Ahold	AHOLD
Upon	UPON
Long-Haired	long-haired
TouchStone	Touchstone
CoMPLEX	complex
INSEAD	Insead
Fitzroy	FitzRoy
G.O.L.D	gold
G.O.L.D.	gold
GOLD	gold
Stearns	STEARNS
Rapeman	RapeMan
GONG	gong
Bottle	BOTTLE
Matching	MATCHING
GOOS	goos
Former	FORMER
Lead	LEAD
Lean	LEAN
Hundred	HUNDRED
Mis-Takes	Mistakes
All-in-One	all-in-one
Robor	ROBOR
Unichem	UniChem
Robot	ROBOT
GENESIS	Genesis
Workforce	WORK-FORCE
ALMANAC	Almanac
Smoking	SMOKING
TOAD	Toad
Biotechnology	Bio-Technology
Lech	LECH
CRAMM	cramm
USER	user
Package	PACKAGE
Since	SINCE
Sincé	SINCE
RVA	R-Va
Chicheng	Chi-Cheng
Bangkok	BANGKOK
LaVan	Lavan
Rvt	R-Vt
KAAS	Kaas
NovaMin	Novamin
KAAN	Kaan
TOAL	Toal
RETAIN	retain
Stocks	STOCKS
KADI	Kadi
RAISE	raise
Militance	MILITANCE
...Left	left
KACH	Kach
Abdelhamid	Abdel-Hamid
KACI	Kaci
Hi-Jinks	hijinks
Alter	ALTER
KAFE	Kafe
ALMANAC	almanac
COTES	Cotes
GEnie	Genie
KADR	Kadr
Bakker	BAKKER
TOGO	Togo
TOGs	Togs
KAFR	Kafr
KAJO	Kajo
Hada	HADA
CONTOUR	Contour
KAHS	Kahs
Zerit	ZERIT
KALB	Kalb
KALE	Kale
KALO	Kalo
KALP	Kalp
KALI	Kali
KAKN	Kakn
KANN	Kann
KANI	Kani
KANT	Kant
KANU	Kanu
T.O.N.Y.	Tony
Agency	AGENCY
KANS	Kans
KAMA	Kama
Joinery	JOINERY
KAMP	Kamp
C.R.A.Z.Y.	crazy
KAPP	Kapp
TOPS	Tops
Haig	HAIG
TOra	Tora
VizieR	Vizier
KARL	Karl
KARS	Kars
Distinctive	DISTINCTIVE
KARR	Karr
TOSE	Tose
KARE	Kare
STRIPS	strips
T.O.T.E.	Tote
KAST	Kast
KASS	Kass
KASE	Kase
KASH	Kash
KATY	Katy
KATH	Kath
STRING	string
KATE	Kate
KAUR	Kaur
KAUL	Kaul
Fundraising	Fund-Raising
Charterhouse	CHARTERHOUSE
Rights	RIGHTS
Medi-Cal	medical-
ACCORD	accord
EXIM	Ex-Im
Exim	Ex-Im
RLA	R-La
Anglo-Saxons	anglo-saxons
AllStar	Allstar
KAZA	Kaza
Chocolate	Choc-O-Late
KAZE	Kaze
KAZe	Kaze
KAZI	Kazi
Monday	MONDAY
Trapping	TRAPPING
Convention	CONVENTION
RPA	R-Pa
Exor	Ex-Or
Mondeo	MONDEO
Beware	BEWARE
GENERIC	Generic
Simon	SIMON
Notch	NOTCH
RushHour	rush-hour
ParaDOX	paradox
COMAL	Comal
Driving	DRIVING
Door-to-door	Door-to-Door
Hi-Tec	hi-tec
Africa	AFRICA
Dilemma	DILEMMA
.nyc	N.Y.C
Xplor	XPLOR
Francisco	FRANCISCO
PETS	Pets
Stokes	STOKES
COMES	Comes
PERC	Perc
PERI	Peri
MiniDisc	Minidisc
PERM	Perm
Monday	MOnday
SABIC	Sabic
PEPS	Peps
PEPA	Pepa
Rope-A-Dope	rope-a-dope
R.O.O.T.S.	Roots
Heady	HEADY
PENG	Peng
Conference	CONFERENCE
Double-Take	Doubletake
Cooperation	Co-Operation
Coles	COLES
Butcher	BUTCHER
GEICO	Geico
S.A.B.C.A.	Sabca
DeMarco	Demarco
ReSID	resid
OutSPOKEN	Outspoken
Colas	COLAs
Run-Away	Runaway
D.E.V.O.L.U.T.I.O.N.	devolution
Zimmermann	ZIMMERMANN
Uniworld	UniWorld
THOR	Thor
PEEK	Peek
Reprimand	REPRIMAND
LeClerc	Leclerc
Cooperative	Co-Operative
PEAS	Peas
PEAR	Pear
HORIZONS	Horizons
Internal	INTERNAL
P.E.A.K	Peak
COMIT	Comit
Macpherson	MacPherson
Benton	BENTON
Wilfred	WILFRED
Bait	B.A.IT
Debolts	DeBolts
Monier	MONIER
Lake	LAKE
-land	LAND
Land	LAND
Signs	SIGNS
Beach	BEACH
Birkdale	BIRKDALE
TWICE	Twice
Man-Killer	Mankiller
Lait	LAIT
October	OCTOBER
Lace	LACE
Joanne	JoAnne
Lack	LACK
Littlewoods	LITTLEWOODS
Colgate-Palmolive	COLGATE-PALMOLIVE
Rind	R-Ind
ADRIFT	Adrift
HaOgen	Haogen
Wayne	WAYNE
Build-Operate-Transfer	build-operate-transfer
Rill	R-Ill
Michigan	MICHIGAN
Diana	DiAna
TISH	Tish
CiS	C.I.S
Cis	C.I.S
Wanted	WANTED
LightWeight	Light-weight
Fiserv	FIserv
Wilton	WILTON
Armour	ARMOUR
Collapse	COLLAPSE
Human	HUMAN
Credit	CREDIT
SABLE	Sable
SNAFU	snafu
Postel	PosTel
North	NORTH
Unicer	UNICER
Airbus	AirBus
Ambassador-at-Large	Ambassador-at-large
Beach-Head	beachhead
Late	LATE
COP1	Cop-1
Last	LAST
Time-Line	timeline
TIMM	Timm
DisTract	distract
Parexel	PAREXEL
Quality	QUALITY
C.O.L.O.U.R.S.	colours
Laos	LAOS
TIES	Ties
Lans	LANs
Head-Hunters	head-hunters
FoxPro	Foxpro
Joseph	JOSEPH
Bloomington	BLOOMINGTON
Sight	SIGHT
Achille	ACHILLE
Weßling	Wessling
AVATAR	avatar
WORL	Worl
WORE	Wore
Ulan	ULAN
AbioMed	Abiomed
Construction	CONSTRUCTION
C.R.E.A.M	cream
C.R.E.A.M.	cream
CREAM	cream
MALOVA	Malova
Cattle	-Cattle
TRUST	Trust
FreeStyle	Freestyle
Buy-out	Buy-Out
Buyout	Buy-Out
CincLantFlt	Cinclantflt
Nasty	NASTY
Bumble-Bee	Bumblebee
INCredible	Incredible
WOKE	Woke
Private	PRIVATE
Client-server	Client-Server
Acord	ACORD
Acorn	ACORN
Singapore	SINGAPORE
WOOD	Wood
WOOF	Woof
WOON	Woon
WONG	Wong
FIRE	fire-
Schwarz	SCHWARZ
Hepworth	HEPWORTH
Northwest	North-West
Deadlines	DEADLINES
ShowMan	Showman
WOHL	Wohl
Charter	CHARTER
CREST	crest
Wright	WRIGHT
G-star	G-STAR
REGULAR	regular
WOES	Woes
Never	NEVER
Esprit	ESPRIT
Toshiba	TOSHIBA
Hungary	HUNGARY
Wal-Mart	WAL-MART
Algoma	ALGOMA
Aquarion	AQUARION
Pricing	PRICING
Teach-In	teach-in
Comair	ComAir
Lend-Lease	lend-lease
.S.P.A.C.E.	-space
SPACE	-space
Newshour	NewsHour
FIRST	first
Dresden	DRESDEN
COPEI	Copei
Sugar	SUGAR
LIPS	lips
Cable	CABLE
Topsy-Turvy	Topsy-turvy
Mi-17	MI-17
Christopher	CHRISTOPHER
Distaff	DISTAFF
Pfizer	PFIZER
Anti-zionist	anti-Zionist
Al-Batin	AL-BATIN
Hang-Ups	hang-ups
Ocean	OCEAN
Océan	OCEAN
Benson	BENSON
Mitteleuropa	Mittel-Europa
LARES	Lares
Re-Mind	Remind
Denver	DENVER
Bernard	BERNARD
JUSCO	Jusco
Omnicom	OMNICOM
PHD	Ph.D
CHERUBS	cherubs
Emmy-Award	Emmy-award
BORSCHT	Borscht
Digital	DIGITAL
Comex	COMEX
EQUIP	equip
Opera	OPERA
Opéra	OPERA
Ópera	OPERA
Démarche	DeMarche
Investment	INVESTMENT
Heavy	HEAVY
VideoGames	video-games
LARGE	Large
Heath	HEATH
Heart	HEART
Legislature	LEGISLATURE
Beta-Carotene	beta-carotene
